depth,search_time
1,0.0019138000207021832
1,0.0013165000127628446
1,0.0011551000643521547
1,0.0012289000442251563
1,0.0014062999980524182
1,0.002042899955995381
1,0.0014700000174343586
1,0.0015069000655785203
1,0.0014543000143021345
1,0.0017000999068841338
1,0.0019054999575018883
1,0.0018406000453978777
1,0.0011020000092685223
1,0.0017590000061318278
1,0.0013920000055804849
1,0.0010958999628201127
1,0.0016014999710023403
1,0.0017221999587491155
1,0.001865500002168119
1,0.001808699918910861
1,0.00192910002078861
1,0.0018900999566540122
1,0.0015439999988302588
1,0.0017051000613719225
1,0.0015366000588983297
1,0.001858399948105216
1,0.0016530000139027834
1,0.002051500021480024
1,0.0015033000381663442
1,0.0020132999634370208
2,0.001960500027053058
2,0.0017114999936893582
2,0.0018951999954879284
2,0.0015717999776825309
2,0.0017710999818518758
2,0.001488399924710393
2,0.0018747999565675855
2,0.0019462000345811248
2,0.0017574999947100878
2,0.0017045000568032265
2,0.0022335000103339553
2,0.0019638000521808863
2,0.0018354998901486397
2,0.0017833999590948224
2,0.002248800010420382
2,0.00189220008905977
2,0.002236100030131638
2,0.0017501000547781587
2,0.002445799997076392
2,0.0014118999242782593
2,0.001927300007082522
2,0.0017794999293982983
2,0.001501500024460256
2,0.0017652999376878142
2,0.0015141000039875507
2,0.0014414000324904919
2,0.0018751999596133828
2,0.002080800011754036
2,0.001639000023715198
2,0.0013988999417051673
3,0.0014904000563547015
3,0.0014546000165864825
3,0.0019554999889805913
3,0.0020167999900877476
3,0.0012478000717237592
3,0.0017300000181421638
3,0.0015835999511182308
3,0.0019257001113146544
3,0.001728600007481873
3,0.0015380000695586205
3,0.0017391000874340534
3,0.0015543000772595406
3,0.0015215999446809292
3,0.0075928999576717615
3,0.0017658999422565103
3,0.0019651000620797276
3,0.0016119999345391989
3,0.0012823999859392643
3,0.0018370000179857016
3,0.001729699899442494
3,0.00223580002784729
3,0.0021043000742793083
3,0.0025320000713691115
3,0.0021561000030487776
3,0.001825000043027103
3,0.0016370000084862113
3,0.0018948999932035804
3,0.0017619000282138586
3,0.0023708000080659986
3,0.0014924000715836883
4,0.001547600026242435
4,0.0015984999481588602
4,0.0017950000474229455
4,0.0018352000042796135
4,0.0018677000189200044
4,0.0019828000804409385
4,0.0017479000380262733
4,0.0018196000019088387
4,0.0016469999682158232
4,0.001935299951583147
4,0.001511499984189868
4,0.002144700032658875
4,0.0017081999685615301
4,0.0019632000476121902
4,0.002000699983909726
4,0.0014983000000938773
4,0.0015309000154957175
4,0.0015773000195622444
4,0.0016973000019788742
4,0.002078399993479252
4,0.0018638999899849296
4,0.001716399914585054
4,0.0013551999581977725
4,0.0017852999735623598
4,0.0017228999640792608
4,0.001920499955303967
4,0.0019526999676600099
4,0.0021759000374004245
4,0.0018637999892234802
4,0.0018725999398157
5,0.0021177000598981977
5,0.001864899997599423
5,0.0019356000702828169
5,0.0022523999214172363
5,0.0019656000658869743
5,0.0019639000529423356
5,0.0020536999218165874
5,0.0021717000054195523
5,0.001993799931369722
5,0.0021883000154048204
5,0.001695500104688108
5,0.0018845000304281712
5,0.002164500067010522
5,0.0020851000444963574
5,0.0018983000190928578
5,0.0021590000251308084
5,0.0017625000327825546
5,0.002183099975809455
5,0.0016349999932572246
5,0.001823500031605363
5,0.0015959000447764993
5,0.0018378000240772963
5,0.0018436999525874853
5,0.0020188000053167343
5,0.0018735999474301934
5,0.0015706999693065882
5,0.001891499967314303
5,0.002067199908196926
5,0.002114900038577616
5,0.0016432999400421977
6,0.002332099946215749
6,0.0021319000516086817
6,0.0016563000390306115
6,0.0020685000345110893
6,0.0017333000432699919
6,0.0350762999150902
6,0.001828600070439279
6,0.0035293999826535583
6,0.002572600031271577
6,0.0023944999556988478
6,0.0021991999819874763
6,0.012519799987785518
6,0.014174400013871491
6,0.003397100022993982
6,0.0026401999639347196
6,0.0023584000300616026
6,0.0028380000730976462
6,0.0021788000594824553
6,0.002672599977813661
6,0.0028457000153139234
6,0.0028864999767392874
6,0.00273349997587502
6,0.0025387000059708953
6,0.0025282000424340367
6,0.002800100017338991
